,강원,경기,경남,경북,광주,대구,대전,부산,서울,세종,울산,인천,전남,전북,제주,충남,충북
2012,715,3361,1515,1416,506,784,522,1254,2493,22,332,754,1106,959,186,794,654
2013,763,3252,1435,1425,524,899,458,1263,2566,42,341,745,1085,990,190,792,709
2014,752,3281,1495,1372,533,784,484,1315,2641,48,335,779,1134,934,201,782,753
2015,839,3373,1534,1401,561,896,479,1314,2654,51,352,760,1207,925,218,826,780
